attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
8145,L08145,4,4,6,18,2011,0,0,Semi-Furnished,9.33,0,0
8146,L08146,3,3,12,16,2000,0,0,Semi-Furnished,11.99,0,0
8147,L08147,5,3,14,18,2011,0,0,Semi-Furnished,11.25,0,0
8148,L08148,2,4,10,22,2003,0,2,Unfurnished,3.7800000000000002,0,0
8149,L08149,4,2,1,2,2012,0,1,Semi-Furnished,5.2,0,0
8150,L08150,5,4,11,21,1991,0,1,Semi-Furnished,3.83,0,0
8151,L08151,5,1,3,36,2004,0,0,Furnished,9.81,0,0
8152,L08152,1,4,23,39,1994,0,0,Unfurnished,7.44,0,0
8153,L08153,3,2,10,39,2018,0,0,Furnished,13.94,0,0
8154,L08154,1,2,5,29,2022,0,3,Unfurnished,4.57,0,0
8155,L08155,1,3,25,26,2019,0,0,Semi-Furnished,11.35,0,0
8156,L08156,2,3,18,21,2006,0,1,Unfurnished,1.6800000000000002,0,0
8157,L08157,3,4,14,17,1990,0,2,Unfurnished,4.92,0,0
8158,L08158,2,3,2,16,2003,0,3,Furnished,7.6,0,0
8159,L08159,5,4,16,31,2006,0,0,Furnished,3.67,0,0
8160,L08160,2,3,0,9,1998,0,2,Semi-Furnished,11.63,0,0
8161,L08161,5,2,1,31,2020,0,3,Furnished,11.21,0,0
8162,L08162,1,3,13,14,2001,0,1,Unfurnished,12.92,0,0
8163,L08163,2,1,18,37,1991,0,2,Furnished,8.46,0,0
8164,L08164,3,2,0,2,2004,0,0,Unfurnished,6.69,0,0
8165,L08165,2,1,8,14,2023,0,0,Furnished,2.09,0,0
8166,L08166,5,2,30,33,2019,0,2,Semi-Furnished,11.33,0,0
8167,L08167,4,4,26,35,2003,0,2,Semi-Furnished,8.8,0,0
8168,L08168,3,2,24,39,1993,0,4,Unfurnished,0.55,0,0
8169,L08169,5,3,6,20,1997,0,0,Furnished,2.3,0,0
8170,L08170,4,1,0,2,2012,0,3,Furnished,3.52,0,0
8171,L08171,3,2,15,19,1996,0,0,Furnished,11.68,0,0
8172,L08172,4,4,6,37,2006,0,0,Unfurnished,14.24,0,0
8173,L08173,1,1,11,18,2011,0,0,Semi-Furnished,12.6,0,0
8174,L08174,1,2,0,16,2015,0,0,Semi-Furnished,11.44,0,0
8175,L08175,2,4,2,4,1997,0,0,Furnished,4.98,0,0
8176,L08176,2,2,3,12,2011,0,3,Unfurnished,6.34,0,0
8177,L08177,2,2,18,29,2011,0,1,Furnished,12.84,0,0
8178,L08178,2,1,1,7,1994,0,1,Unfurnished,7.6,0,0
8179,L08179,4,2,1,14,1998,0,0,Unfurnished,12.57,0,0
8180,L08180,3,1,7,12,2009,0,0,Furnished,9.22,0,0
8181,L08181,3,1,16,35,2011,0,2,Unfurnished,6.96,0,0
8182,L08182,2,3,0,5,2023,0,0,Furnished,5.63,0,0
8183,L08183,1,1,0,17,2008,0,0,Unfurnished,0.27,0,0
8184,L08184,5,2,9,32,2017,0,0,Semi-Furnished,14.84,0,0
8185,L08185,2,2,6,10,1996,0,1,Unfurnished,13.16,0,0
8186,L08186,2,2,14,17,1992,0,0,Furnished,0.36,0,0
8187,L08187,1,2,4,5,2021,0,0,Furnished,4.29,0,0
8188,L08188,5,1,8,9,2020,0,0,Furnished,4.62,0,0
8189,L08189,4,3,22,33,2014,0,0,Unfurnished,5.08,0,0
8190,L08190,4,1,1,36,2022,0,1,Semi-Furnished,4.45,0,0
8191,L08191,5,2,35,36,1994,0,3,Unfurnished,13.85,0,0
8192,L08192,5,1,17,18,2018,0,1,Unfurnished,10.37,0,0
8193,L08193,4,3,8,9,2020,0,0,Unfurnished,8.98,0,0
8194,L08194,2,4,1,29,2015,0,0,Semi-Furnished,6.54,0,0
8195,L08195,2,3,1,14,2010,0,0,Unfurnished,10.43,0,0
8196,L08196,1,3,17,25,2023,0,0,Unfurnished,9.33,0,0
8197,L08197,5,4,0,15,1990,0,0,Semi-Furnished,2.7199999999999998,0,0
8198,L08198,2,3,0,6,1993,0,0,Unfurnished,4.57,0,0
8199,L08199,2,3,7,29,2011,0,0,Unfurnished,14.49,0,0
8200,L08200,1,1,1,15,2005,0,0,Unfurnished,14.8,0,0
8201,L08201,5,3,1,29,2021,0,0,Furnished,0.76,0,0
8202,L08202,1,3,0,4,2023,0,4,Semi-Furnished,4.69,0,0
8203,L08203,1,2,11,18,2010,0,2,Furnished,14.79,0,0
8204,L08204,4,3,28,39,2016,0,0,Semi-Furnished,0.35000000000000003,0,0
8205,L08205,1,1,13,16,1992,0,3,Unfurnished,14.3,0,0
8206,L08206,5,4,3,11,2023,0,3,Semi-Furnished,10.27,0,0
8207,L08207,2,2,1,14,1996,0,3,Unfurnished,9.46,0,0
8208,L08208,2,1,0,3,2018,0,0,Furnished,12.37,0,0
8209,L08209,4,2,3,38,1992,0,2,Unfurnished,14.97,0,0
8210,L08210,5,3,8,18,1991,0,0,Unfurnished,5.46,0,0
8211,L08211,2,1,19,20,2001,0,3,Furnished,13.25,0,0
8212,L08212,1,2,24,25,2004,0,0,Semi-Furnished,7.48,0,0
8213,L08213,3,1,33,38,2005,0,0,Furnished,10.97,0,0
8214,L08214,3,2,10,13,1992,0,0,Semi-Furnished,12.38,0,0
8215,L08215,3,3,3,4,2016,0,3,Semi-Furnished,4.35,0,0
8216,L08216,3,4,11,14,2012,0,0,Unfurnished,2.7800000000000002,0,0
8217,L08217,1,4,12,33,2022,0,3,Furnished,0.18,0,0
8218,L08218,2,1,26,28,2016,0,0,Semi-Furnished,4.75,0,0
8219,L08219,4,4,7,37,2013,0,4,Furnished,5.44,0,0
8220,L08220,1,1,6,8,2016,0,0,Furnished,6.06,0,0
8221,L08221,2,1,20,34,2020,0,3,Furnished,13.46,0,0
8222,L08222,5,3,0,5,2004,0,0,Furnished,2.42,0,0
8223,L08223,2,3,2,5,2013,0,0,Unfurnished,11.77,0,0
8224,L08224,2,2,21,31,2006,0,0,Unfurnished,1.4100000000000001,0,0
8225,L08225,2,1,4,9,2023,0,3,Unfurnished,4.11,0,0
8226,L08226,1,2,27,32,1990,0,4,Semi-Furnished,4.45,0,0
8227,L08227,2,2,2,33,2009,0,4,Furnished,4.0,0,0
8228,L08228,2,3,2,3,1995,0,0,Unfurnished,14.65,0,0
8229,L08229,5,1,13,30,1994,0,3,Unfurnished,12.54,0,0
8230,L08230,5,3,8,12,2018,0,0,Unfurnished,2.37,0,0
8231,L08231,3,1,19,29,1995,0,0,Semi-Furnished,14.2,0,0
8232,L08232,1,4,2,3,2022,0,0,Furnished,5.61,0,0
8233,L08233,2,4,6,26,2018,0,4,Furnished,8.68,0,0
8234,L08234,3,2,11,30,1999,0,4,Unfurnished,1.08,0,0
8235,L08235,3,3,2,9,2021,0,0,Furnished,10.35,0,0
8236,L08236,1,3,17,26,2014,0,4,Semi-Furnished,0.33,0,0
8237,L08237,3,1,0,2,2017,0,4,Unfurnished,9.45,0,0
8238,L08238,3,2,2,3,2018,0,0,Furnished,8.91,0,0
8239,L08239,1,3,0,4,2021,0,2,Semi-Furnished,9.48,0,0
8240,L08240,4,2,5,25,1996,0,3,Unfurnished,0.97,0,0
8241,L08241,3,3,4,13,1999,0,2,Furnished,14.57,0,0
8242,L08242,5,4,33,39,2023,0,0,Semi-Furnished,8.29,0,0
8243,L08243,3,3,12,35,2022,0,0,Furnished,10.53,0,0
8244,L08244,1,3,12,23,2015,0,0,Semi-Furnished,7.86,0,0
8245,L08245,1,4,2,9,2002,0,3,Unfurnished,11.44,0,0
8246,L08246,4,2,0,2,2019,0,0,Unfurnished,2.9699999999999998,0,0
8247,L08247,4,2,18,31,2021,0,0,Furnished,9.93,0,0
8248,L08248,5,2,0,2,2022,0,0,Unfurnished,9.54,0,0
8249,L08249,5,4,0,32,1995,0,1,Semi-Furnished,9.97,0,0
8250,L08250,3,4,7,18,1991,0,4,Semi-Furnished,9.86,0,0
8251,L08251,4,4,6,13,1996,0,1,Unfurnished,0.62,0,0
8252,L08252,5,2,1,5,2019,0,1,Unfurnished,9.21,0,0
8253,L08253,3,2,7,10,2015,0,0,Semi-Furnished,12.74,0,0
8254,L08254,2,2,15,25,2014,0,0,Semi-Furnished,8.67,0,0
8255,L08255,3,2,28,34,2022,0,0,Semi-Furnished,13.93,0,0
8256,L08256,5,1,3,37,1995,0,0,Furnished,0.58,0,0
8257,L08257,3,4,17,30,1997,0,4,Furnished,7.31,0,0
8258,L08258,2,4,5,7,1998,0,0,Furnished,4.93,0,0
8259,L08259,5,4,5,6,2000,0,0,Semi-Furnished,3.74,0,0
8260,L08260,3,2,2,3,2013,0,0,Unfurnished,4.95,0,0
8261,L08261,5,2,8,13,1995,0,0,Semi-Furnished,0.72,0,0
8262,L08262,3,1,2,3,2005,0,2,Furnished,1.4,0,0
8263,L08263,1,1,2,26,2006,0,0,Furnished,10.63,0,0
8264,L08264,5,2,3,24,2013,0,2,Unfurnished,1.31,0,0
8265,L08265,5,2,1,6,1996,0,0,Semi-Furnished,13.46,0,0
8266,L08266,5,2,7,12,2016,0,0,Furnished,10.28,0,0
8267,L08267,5,4,9,36,1999,0,2,Semi-Furnished,9.7,0,0
8268,L08268,3,1,1,2,1998,0,0,Unfurnished,8.82,0,0
8269,L08269,4,4,4,11,1999,0,0,Unfurnished,13.71,0,0
8270,L08270,3,3,7,39,2019,0,0,Unfurnished,5.41,0,0
8271,L08271,2,3,31,34,1998,0,2,Semi-Furnished,3.76,0,0
8272,L08272,1,3,16,26,2015,0,0,Semi-Furnished,9.97,0,0
8273,L08273,3,3,8,18,2023,0,3,Unfurnished,7.34,0,0
8274,L08274,3,4,12,21,2016,0,0,Semi-Furnished,13.55,0,0
8275,L08275,5,3,13,36,2009,0,0,Unfurnished,1.04,0,0
8276,L08276,2,2,4,22,2013,0,4,Semi-Furnished,9.62,0,0
8277,L08277,5,3,8,30,2016,0,0,Semi-Furnished,12.72,0,0
8278,L08278,5,2,24,30,2008,0,0,Unfurnished,3.56,0,0
8279,L08279,4,4,1,8,2007,0,0,Unfurnished,12.36,0,0
8280,L08280,1,1,25,34,2001,0,0,Unfurnished,8.63,0,0
8281,L08281,4,1,2,9,2007,0,1,Semi-Furnished,13.87,0,0
8282,L08282,5,3,6,20,1997,0,0,Unfurnished,6.83,0,0
8283,L08283,1,1,11,25,2005,0,0,Furnished,4.01,0,0
8284,L08284,3,2,1,19,2002,0,1,Semi-Furnished,11.19,0,0
8285,L08285,2,3,1,5,2015,0,1,Semi-Furnished,5.07,0,0
8286,L08286,4,3,1,11,2015,0,0,Unfurnished,3.38,0,0
8287,L08287,2,2,12,15,2010,0,1,Semi-Furnished,10.72,0,0
8288,L08288,5,2,2,8,2010,0,2,Semi-Furnished,12.41,0,0
8289,L08289,1,4,1,19,1997,0,0,Semi-Furnished,14.19,0,0
8290,L08290,3,2,13,23,2022,0,3,Furnished,4.57,0,0
8291,L08291,1,4,3,27,1995,0,2,Furnished,7.09,0,0
8292,L08292,2,3,6,32,1991,0,2,Unfurnished,2.84,0,0
8293,L08293,2,1,1,26,1997,0,0,Semi-Furnished,14.09,0,0
8294,L08294,3,1,20,27,1995,0,4,Furnished,12.36,0,0
8295,L08295,3,4,13,19,1995,0,0,Unfurnished,8.52,0,0
8296,L08296,1,1,6,29,2011,0,0,Unfurnished,13.75,0,0
8297,L08297,4,1,8,39,2014,0,4,Unfurnished,12.32,0,0
8298,L08298,1,3,6,33,2020,0,4,Semi-Furnished,0.56,0,0
8299,L08299,2,4,18,19,1994,0,0,Unfurnished,11.7,0,0
8300,L08300,1,2,16,37,2011,0,1,Semi-Furnished,1.9100000000000001,0,0
8301,L08301,5,1,12,19,2014,0,0,Unfurnished,5.04,0,0
8302,L08302,1,3,10,33,2007,0,0,Unfurnished,1.87,0,0
8303,L08303,1,3,5,16,1998,0,0,Semi-Furnished,1.05,0,0
8304,L08304,5,1,17,23,2014,0,1,Semi-Furnished,9.13,0,0
8305,L08305,2,2,0,7,2018,0,0,Furnished,14.29,0,0
8306,L08306,3,2,15,26,2022,0,0,Unfurnished,1.17,0,0
8307,L08307,1,4,9,32,1997,0,0,Semi-Furnished,11.26,0,0
8308,L08308,4,4,3,12,2002,0,0,Unfurnished,4.26,0,0
8309,L08309,3,4,5,8,1997,0,0,Unfurnished,1.45,0,0
8310,L08310,4,3,3,5,2016,0,0,Furnished,13.84,0,0
8311,L08311,1,2,21,28,1992,0,0,Furnished,0.91,0,0
8312,L08312,4,4,2,5,2022,0,0,Unfurnished,1.6800000000000002,0,0
8313,L08313,3,3,20,26,2020,0,2,Semi-Furnished,3.48,0,0
8314,L08314,4,2,0,5,2017,0,0,Unfurnished,13.97,0,0
8315,L08315,4,1,7,22,2010,0,0,Unfurnished,4.62,0,0
8316,L08316,3,4,8,15,2018,0,2,Semi-Furnished,0.54,0,0
8317,L08317,3,4,9,13,2018,0,0,Unfurnished,2.9,0,0
8318,L08318,3,2,22,28,1998,0,0,Semi-Furnished,6.73,0,0
8319,L08319,3,1,8,33,2011,0,0,Semi-Furnished,13.25,0,0
8320,L08320,5,1,2,23,1997,0,0,Semi-Furnished,3.98,0,0
8321,L08321,1,3,8,33,2006,0,2,Semi-Furnished,7.71,0,0
8322,L08322,3,4,12,18,2012,0,0,Furnished,4.6,0,0
8323,L08323,2,1,5,30,2019,0,0,Semi-Furnished,8.66,0,0
8324,L08324,4,3,3,26,2004,0,3,Semi-Furnished,1.42,0,0
8325,L08325,3,4,11,16,2003,0,0,Unfurnished,7.55,0,0
8326,L08326,3,4,11,13,2014,0,0,Semi-Furnished,1.16,0,0
8327,L08327,1,4,10,39,2005,0,0,Furnished,14.7,0,0
8328,L08328,3,4,4,33,2007,0,2,Unfurnished,13.78,0,0
8329,L08329,5,1,24,26,2021,0,0,Furnished,9.73,0,0
8330,L08330,2,1,0,1,2004,0,0,Unfurnished,13.8,0,0
8331,L08331,2,1,10,38,2022,0,0,Furnished,8.86,0,0
8332,L08332,3,2,1,2,2002,0,3,Unfurnished,4.67,0,0
8333,L08333,1,2,4,6,1996,0,4,Unfurnished,2.27,0,0
8334,L08334,3,4,18,38,2008,0,0,Semi-Furnished,14.9,0,0
8335,L08335,4,1,12,24,2010,0,3,Furnished,3.75,0,0
8336,L08336,2,3,3,18,1998,0,3,Semi-Furnished,13.01,0,0
8337,L08337,4,1,13,27,1993,0,4,Unfurnished,6.54,0,0
8338,L08338,5,3,3,8,2020,0,2,Semi-Furnished,4.94,0,0
8339,L08339,2,4,26,28,1996,0,0,Semi-Furnished,3.8,0,0
8340,L08340,2,4,1,10,2002,0,0,Furnished,12.95,0,0
8341,L08341,5,4,7,17,1997,0,0,Semi-Furnished,12.63,0,0
8342,L08342,4,1,21,29,2015,0,1,Furnished,13.1,0,0
8343,L08343,3,1,2,6,2016,0,3,Semi-Furnished,11.05,0,0
8344,L08344,1,3,12,14,2015,0,0,Unfurnished,1.04,0,0
8345,L08345,4,3,20,22,2003,0,0,Semi-Furnished,5.37,0,0
8346,L08346,5,2,4,6,2009,0,3,Semi-Furnished,12.24,0,0
8347,L08347,5,4,0,26,2017,0,0,Unfurnished,14.6,0,0
8348,L08348,5,3,28,39,1997,0,0,Semi-Furnished,12.93,0,0
8349,L08349,2,1,4,12,1994,0,3,Semi-Furnished,10.06,0,0
8350,L08350,3,3,21,35,2002,0,0,Unfurnished,12.37,0,0
8351,L08351,2,2,9,14,1991,0,1,Semi-Furnished,5.57,0,0
8352,L08352,2,1,10,22,2003,0,0,Semi-Furnished,10.08,0,0
8353,L08353,2,1,10,23,1992,0,0,Unfurnished,11.4,0,0
8354,L08354,5,1,4,7,2005,0,0,Unfurnished,7.59,0,0
8355,L08355,4,3,1,25,1998,0,0,Unfurnished,3.99,0,0
8356,L08356,1,4,2,13,1991,0,0,Unfurnished,13.93,0,0
8357,L08357,1,4,15,21,2000,0,0,Unfurnished,12.02,0,0
8358,L08358,3,4,9,10,2013,0,0,Semi-Furnished,3.7800000000000002,0,0
8359,L08359,3,4,4,9,2018,0,3,Furnished,1.8900000000000001,0,0
8360,L08360,5,4,13,15,2003,0,0,Unfurnished,11.1,0,0
8361,L08361,1,1,0,2,2011,0,0,Semi-Furnished,9.93,0,0
8362,L08362,4,1,18,25,2023,0,0,Unfurnished,8.92,0,0
8363,L08363,5,3,4,13,2022,0,0,Furnished,14.38,0,0
8364,L08364,3,1,20,34,2007,0,0,Unfurnished,5.18,0,0
8365,L08365,5,3,23,34,2011,0,2,Unfurnished,1.9300000000000002,0,0
8366,L08366,3,3,25,35,2014,0,0,Furnished,3.17,0,0
8367,L08367,1,2,11,38,1994,0,0,Semi-Furnished,10.86,0,0
8368,L08368,5,1,2,3,2021,0,0,Semi-Furnished,13.68,0,0
8369,L08369,2,3,0,6,1998,0,4,Semi-Furnished,10.34,0,0
8370,L08370,3,4,14,19,2003,0,0,Unfurnished,2.27,0,0
8371,L08371,2,4,2,3,2021,0,1,Semi-Furnished,10.63,0,0
8372,L08372,3,2,16,18,1998,0,0,Unfurnished,4.82,0,0
8373,L08373,2,3,12,39,2012,0,3,Unfurnished,6.04,0,0
8374,L08374,1,1,8,9,1998,0,0,Furnished,9.68,0,0
8375,L08375,1,4,11,12,2010,0,0,Furnished,6.46,0,0
8376,L08376,4,4,4,5,2021,0,0,Unfurnished,14.42,0,0
8377,L08377,4,2,2,3,1999,0,3,Unfurnished,11.94,0,0
8378,L08378,4,4,7,11,2018,0,1,Unfurnished,8.21,0,0
8379,L08379,5,3,21,30,2023,0,0,Furnished,6.55,0,0
8380,L08380,3,2,2,4,2011,0,2,Unfurnished,5.02,0,0
8381,L08381,5,4,0,5,1994,0,2,Semi-Furnished,5.04,0,0
8382,L08382,4,1,0,1,2000,0,4,Semi-Furnished,9.71,0,0
8383,L08383,3,3,23,27,2017,0,3,Semi-Furnished,12.51,0,0
8384,L08384,5,4,2,28,2013,0,0,Unfurnished,2.96,0,0
8385,L08385,1,1,22,29,2023,0,3,Unfurnished,13.9,0,0
8386,L08386,3,3,17,18,1999,0,0,Semi-Furnished,4.58,0,0
8387,L08387,4,4,7,12,2015,0,1,Furnished,10.63,0,0
8388,L08388,1,2,0,13,1996,0,4,Semi-Furnished,11.46,0,0
8389,L08389,3,1,1,2,1996,0,0,Furnished,12.34,0,0
8390,L08390,5,4,31,37,2004,0,0,Unfurnished,5.93,0,0
8391,L08391,4,2,10,16,1992,0,0,Semi-Furnished,6.22,0,0
8392,L08392,5,3,12,24,2015,0,4,Unfurnished,10.16,0,0
8393,L08393,1,3,10,35,1996,0,2,Unfurnished,14.28,0,0
8394,L08394,1,1,3,22,1991,0,0,Unfurnished,13.95,0,0
8395,L08395,1,1,25,36,1999,0,0,Unfurnished,11.22,0,0
8396,L08396,3,3,4,11,2019,0,0,Furnished,2.9699999999999998,0,0
8397,L08397,4,2,3,29,1992,0,4,Unfurnished,10.07,0,0
8398,L08398,1,3,32,35,2018,0,0,Furnished,12.31,0,0
8399,L08399,5,4,13,15,2014,0,0,Semi-Furnished,14.8,0,0
8400,L08400,4,4,6,31,1993,0,1,Unfurnished,8.27,0,0
8401,L08401,5,2,9,16,1994,0,3,Unfurnished,8.87,0,0
8402,L08402,5,4,1,10,1995,0,0,Semi-Furnished,14.76,0,0
8403,L08403,1,4,9,32,2008,0,0,Furnished,12.71,0,0
8404,L08404,4,1,0,2,2007,0,0,Semi-Furnished,1.16,0,0
8405,L08405,2,4,20,24,2001,0,0,Semi-Furnished,14.47,0,0
8406,L08406,3,2,7,23,2013,0,4,Semi-Furnished,3.76,0,0
8407,L08407,2,3,1,2,2019,0,0,Semi-Furnished,12.8,0,0
8408,L08408,3,2,7,38,2003,0,0,Furnished,5.91,0,0
8409,L08409,4,1,13,31,1991,0,0,Unfurnished,2.37,0,0
8410,L08410,1,2,17,26,2023,0,0,Unfurnished,12.86,0,0
8411,L08411,4,3,8,29,2009,0,0,Furnished,0.47000000000000003,0,0
8412,L08412,2,3,1,3,2012,0,0,Semi-Furnished,8.79,0,0
8413,L08413,5,2,8,14,2023,0,2,Furnished,3.58,0,0
8414,L08414,3,3,3,25,2010,0,0,Furnished,2.71,0,0
8415,L08415,3,1,0,1,1997,0,1,Unfurnished,8.23,0,0
8416,L08416,2,2,2,3,2019,0,0,Unfurnished,13.71,0,0
8417,L08417,1,4,13,26,2009,0,3,Semi-Furnished,14.47,0,0
8418,L08418,4,2,13,18,2009,0,0,Furnished,2.25,0,0
8419,L08419,2,4,4,9,2012,0,0,Unfurnished,11.35,0,0
8420,L08420,4,4,36,38,2009,0,4,Unfurnished,10.35,0,0
8421,L08421,1,2,19,23,2012,0,3,Semi-Furnished,6.04,0,0
8422,L08422,5,3,14,21,1993,0,3,Furnished,1.55,0,0
8423,L08423,4,4,0,1,1999,0,0,Semi-Furnished,7.83,0,0
8424,L08424,1,4,20,21,1994,0,0,Furnished,11.77,0,0
8425,L08425,2,2,8,27,2021,0,1,Furnished,0.19,0,0
8426,L08426,5,4,4,6,2007,0,0,Semi-Furnished,5.73,0,0
8427,L08427,5,2,22,36,2014,0,0,Furnished,1.18,0,0
8428,L08428,5,4,7,28,2006,0,4,Unfurnished,0.93,0,0
8429,L08429,3,4,11,17,1994,0,0,Semi-Furnished,3.5300000000000002,0,0
8430,L08430,1,2,1,3,2010,0,1,Unfurnished,13.32,0,0
8431,L08431,4,2,5,12,2008,0,0,Semi-Furnished,6.64,0,0
8432,L08432,2,1,36,39,2012,0,0,Unfurnished,10.95,0,0
8433,L08433,5,3,0,12,1994,0,4,Unfurnished,14.38,0,0
8434,L08434,5,1,0,2,2022,0,4,Furnished,0.18,0,0
8435,L08435,5,2,13,22,1993,0,0,Semi-Furnished,11.99,0,0
8436,L08436,1,4,8,23,2022,0,0,Furnished,1.94,0,0
8437,L08437,2,3,17,30,2015,0,0,Furnished,0.92,0,0
8438,L08438,1,2,2,5,2011,0,0,Semi-Furnished,9.92,0,0
8439,L08439,2,1,4,9,2000,0,0,Semi-Furnished,10.71,0,0
8440,L08440,4,4,13,21,2015,0,4,Semi-Furnished,10.77,0,0
8441,L08441,3,4,6,11,2002,0,3,Unfurnished,3.96,0,0
8442,L08442,2,2,3,5,2003,0,0,Unfurnished,2.38,0,0
8443,L08443,1,4,29,35,1996,0,0,Furnished,1.9500000000000002,0,0
8444,L08444,1,1,20,27,2005,0,3,Semi-Furnished,4.16,0,0
8445,L08445,1,4,0,2,2009,0,0,Furnished,6.23,0,0
8446,L08446,3,1,3,24,2016,0,0,Furnished,13.53,0,0
8447,L08447,2,4,29,31,2023,0,0,Semi-Furnished,14.53,0,0
8448,L08448,2,3,13,33,2011,0,0,Furnished,0.58,0,0
8449,L08449,2,2,22,39,1992,0,0,Unfurnished,0.4,0,0
8450,L08450,2,2,15,30,2016,0,2,Semi-Furnished,8.79,0,0
8451,L08451,5,4,27,37,1996,0,1,Semi-Furnished,7.02,0,0
8452,L08452,5,2,25,28,2012,0,3,Unfurnished,7.67,0,0
8453,L08453,1,3,6,31,1991,0,0,Semi-Furnished,14.66,0,0
8454,L08454,5,1,9,11,2013,0,0,Semi-Furnished,10.88,0,0
8455,L08455,2,3,9,23,1991,0,0,Unfurnished,2.38,0,0
8456,L08456,2,3,1,2,2006,0,2,Furnished,14.79,0,0
8457,L08457,5,1,11,27,2000,0,2,Furnished,7.62,0,0
8458,L08458,4,2,12,35,1996,0,0,Unfurnished,8.6,0,0
8459,L08459,1,1,0,2,1991,0,4,Unfurnished,14.7,0,0
8460,L08460,3,1,32,39,2004,0,0,Furnished,1.6099999999999999,0,0
8461,L08461,1,1,27,37,2020,0,0,Unfurnished,1.38,0,0
8462,L08462,1,2,15,21,1995,0,0,Semi-Furnished,2.54,0,0
8463,L08463,1,1,4,5,2018,0,4,Furnished,3.33,0,0
8464,L08464,5,3,6,21,1993,0,2,Unfurnished,7.78,0,0
8465,L08465,1,1,25,29,2001,0,0,Semi-Furnished,6.36,0,0
8466,L08466,2,1,2,20,2016,0,1,Unfurnished,9.62,0,0
8467,L08467,1,4,23,38,2014,0,3,Unfurnished,7.09,0,0
8468,L08468,2,4,1,20,2001,0,0,Furnished,10.23,0,0
8469,L08469,5,3,1,25,2006,0,1,Unfurnished,3.71,0,0
8470,L08470,5,2,1,2,2001,0,0,Semi-Furnished,10.97,0,0
8471,L08471,1,4,22,32,2020,0,0,Unfurnished,14.49,0,0
8472,L08472,2,3,9,26,1998,0,0,Furnished,0.6900000000000001,0,0
8473,L08473,2,4,3,6,2008,0,0,Semi-Furnished,6.02,0,0
8474,L08474,2,4,0,3,2018,0,0,Furnished,10.73,0,0
8475,L08475,2,2,17,33,2014,0,2,Furnished,2.99,0,0
8476,L08476,3,2,0,1,2004,0,0,Furnished,4.12,0,0
8477,L08477,5,4,3,5,1998,0,0,Unfurnished,14.32,0,0
8478,L08478,2,4,5,13,2002,0,3,Unfurnished,11.2,0,0
8479,L08479,3,2,9,19,1992,0,1,Unfurnished,14.21,0,0
8480,L08480,3,2,11,12,1999,0,0,Semi-Furnished,14.85,0,0
8481,L08481,5,3,24,25,2007,0,0,Furnished,4.42,0,0
8482,L08482,4,4,2,35,1999,0,0,Semi-Furnished,12.78,0,0
8483,L08483,1,2,11,12,2017,0,0,Unfurnished,3.89,0,0
8484,L08484,5,4,10,30,1992,0,0,Semi-Furnished,11.73,0,0
8485,L08485,4,3,0,5,2009,0,0,Furnished,11.97,0,0
8486,L08486,1,1,18,34,2007,0,3,Semi-Furnished,14.53,0,0
8487,L08487,1,4,9,22,2009,0,0,Semi-Furnished,14.94,0,0
8488,L08488,1,3,4,39,1999,0,0,Semi-Furnished,9.59,0,0
8489,L08489,3,1,5,13,2023,0,0,Unfurnished,11.06,0,0
8490,L08490,2,4,0,3,2011,0,3,Unfurnished,12.22,0,0
8491,L08491,1,3,0,20,2010,0,2,Furnished,12.52,0,0
8492,L08492,2,1,14,31,2022,0,3,Furnished,7.7,0,0
8493,L08493,1,3,3,5,2005,0,0,Unfurnished,3.41,0,0
8494,L08494,3,3,6,24,1990,0,0,Unfurnished,12.38,0,0
8495,L08495,1,3,5,33,2001,0,0,Semi-Furnished,9.37,0,0
8496,L08496,5,3,6,8,2002,0,2,Semi-Furnished,9.96,0,0
8497,L08497,4,1,5,24,1997,0,4,Unfurnished,6.21,0,0
8498,L08498,1,2,6,20,2020,0,1,Semi-Furnished,13.87,0,0
8499,L08499,4,3,3,16,1994,0,0,Furnished,13.26,0,0
8500,L08500,4,1,5,12,2014,0,3,Unfurnished,2.24,0,0
8501,L08501,3,3,2,13,2002,0,4,Semi-Furnished,2.87,0,0
8502,L08502,4,4,28,39,2021,0,0,Furnished,7.13,0,0
8503,L08503,3,4,12,25,1997,0,1,Unfurnished,9.82,0,0
8504,L08504,1,2,1,32,2011,0,0,Unfurnished,4.36,0,0
8505,L08505,2,1,2,24,1995,0,1,Unfurnished,6.54,0,0
8506,L08506,3,4,8,9,2000,0,0,Semi-Furnished,2.5,0,0
8507,L08507,4,1,21,23,1996,0,0,Semi-Furnished,4.73,0,0
8508,L08508,4,4,2,13,2004,0,0,Unfurnished,9.1,0,0
8509,L08509,1,1,17,32,1993,0,2,Unfurnished,3.27,0,0
8510,L08510,3,3,4,15,2023,0,0,Semi-Furnished,14.16,0,0
8511,L08511,1,3,9,36,2011,0,2,Semi-Furnished,14.25,0,0
8512,L08512,3,4,4,5,2019,0,0,Semi-Furnished,9.22,0,0
8513,L08513,2,2,16,22,2008,0,3,Unfurnished,2.0,0,0
8514,L08514,5,4,2,16,2019,0,0,Semi-Furnished,5.87,0,0
8515,L08515,1,4,6,10,2021,0,2,Unfurnished,11.02,0,0
8516,L08516,4,2,8,24,2008,0,0,Unfurnished,3.68,0,0
